index,creative,answer_time_90,survey_created,wave,version,survey_end_time,survey_start_time,answer_time_75,userid,answer_time_median,answer_time_min,surveyid,shortcode,survey_duration,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a3,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a4,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a5,a50,a51,a52,a6,a7,a8,a9,age,consent,default_tys,education,gender,location,occupation,religion,state,ability,motivation,vaccinated,fully_vaccinated
118,,38.81,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 12:48:12.683000+00:00,2021-06-26 12:31:42.493000+00:00,24.323,cf8c00211c14efc52363f9f8fc9365042b61dfddef8f5d53409c3bc8b8503991,17.569000000000003,8.352,b43cefd2-9965-4869-8494-99a700a20833,HCP,990.19,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,8,Yes,"Some are scared beacsue of circulating information thst it's causes blood clotting in adults, but have not seen any case.",Blood clotting,Yes,Getting healthcare information,Yes,Yes,Yes,Yes,Getting healthcare information,Private,Yes,Yes,Yes,No,,,,,No,,,,,,No,Very concerned,No,No,18-29 years,Accept,,Bachelors,Man,South South (Niger Delta),Community health worker,Catholic,Bayelsa,True,True,True,True
661,vlab-nigeria-hw-ppmv-1,58.70620000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 21:42:00.971000+00:00,2021-06-27 21:20:51.688000+00:00,35.8295,e97748d0e537c5ba3f1f36bc7263da1f082edaf8c9f67a30fdbb6906ef6dc13e,25.5345,9.187000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,1269.283,Slightly important,A little,Nigerian Center for Disease Control (NCDC),Not at all,"Yes, somewhat",No,,Very risky,Strongly disagree,Strongly disagree,Disagree,Disagree,Very unlikely to take it,,Don’t know/Can’t say,A little,Not at all safe,Not at all important,Not at all important,Not sure,7years,Yes,It makes someone eat well,It makes someone to eat,No,,,,,Yes,To relate,Private,No,,,No,,,,,No,,,,,,No,Moderately concerned,No,No,30-39 years,Accept,,Diploma,Woman,North East,PPMV/chemists,Other Christian,Ekiti,False,False,False,False
399,vlab-nigeria-hw-generic-2,28.108100000000004,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 22:25:35.637000+00:00,2021-06-26 22:14:25.986000+00:00,19.73975,fc75829c716a332b4adb2bf94b1970a3959163cb61c37a8f5aab11f973767c1f,13.9625,8.033000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,669.651,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat","Yes, both doses",My duty to get vaccinated to protect patients,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,6,Yes,From collegues,Excessive sleep,Yes,Getting information and catching up with friends,Don’t remember,,,Yes,Getting information and catching up with friends,Public,No,,,No,,,,,No,,Secondary healthcare facility,,,,No,Moderately concerned,No,No,30-39 years,Accept,,Bachelors,Man,North West,Medical doctor,Islam,Kano,True,True,True,True
361,vlab-nigeria-hw-generic-1,55.993,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 14:32:43.420000+00:00,2021-06-25 13:48:07.392000+00:00,39.532000000000004,d9c74dc095b2c3b71544cf6f2abb261e0b43f766734897b07f8371bbad8ae659,24.798000000000002,9.717,b43cefd2-9965-4869-8494-99a700a20833,HCP,2676.028,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, definitely","Yes, definitely",No,,Very soon am going to take it,Strongly agree,Disagree,Disagree,Disagree,I will immediately take it,No,A bit difficult,Moderately,Moderately safe,Very important,Very important,Yes,Ten years,No,,,Yes,Getting healthcare information,Don’t remember,,,Yes,Getting healthcare information,Private,Don’t remember,,,No,,,,,No,,,,,,No,Not at all concerned,No,No,30-39 years,Accept,,Bachelors,Man,South West,Laboratory staff,Other Christian,Akwa Ibom,False,True,False,False
687,vlab-nigeria-labworker-1,32.342400000000005,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 23:47:40.473000+00:00,2021-06-25 19:07:15.199000+00:00,17.6915,70892a86bbd4c41a7c3f513f19105a0bcf5b7b387ad3981969a9dfdbb58d2f58,13.392000000000001,7.384,b43cefd2-9965-4869-8494-99a700a20833,HCP,16825.274,Not at all important,A great deal,Colleagues in the healthcare profession,Not at all,"Yes, somewhat",No,,Not sure my second dose would be available when due and I don't trust the vaccines brought into Nigeria,Agree,Disagree,Neither agree nor disagree,Disagree,"I will take it, but want to wait and see",,A bit difficult,A little,Don’t know/Can’t say,Moderately important,Moderately important,Yes,5,Yes,"Journals
Social media
News",Risk of intravascular coagulation and cardiac disorders,Yes,"Catching up with friends, making new friends and watching funny videos",Don’t remember,,,Yes,Keeping in touch with friends and family,Private,No,,,No,,,,,No,,,,,,Yes,A little concerned,No,Not sure,30-39 years,Accept,,Bachelors,Man,South South (Niger Delta),Laboratory staff,Catholic,Lagos,False,False,False,False
30,,15.793500000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 09:57:16.367000+00:00,2021-06-29 09:49:11.611000+00:00,11.319,6490c43b5ca0ba2aaec10d3270df6c9e91e87959545f16260fd34208caf3883a,9.855,5.002000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,484.756,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat",No,,It’s not available for us in the private sector,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"I will take it, but want to wait and see",,Don’t know/Can’t say,Don’t know/Can’t say,Moderately safe,Moderately important,Moderately important,Not sure,8years,Yes,The side effects vary and has killed someone I heard about,It could kill,Yes,Catching up,Yes,No,Yes,Yes,Information,Private,No,,,Yes,Recreational,No,,,No,,,,,,Yes,Not at all concerned,No,No,30-39 years,Accept,,Bachelors,Woman,South South (Niger Delta),Pharmacist,Other Christian,Cross river,False,False,False,False
299,vlab-nigeria-hw-doctor-2,56.414600000000014,2021-05-25 01:55:15.381+00:00,0,19,2021-06-28 19:02:28.715000+00:00,2021-06-28 18:44:45.500000+00:00,22.949,f71089c83f9a0b7b360fc828255f448e497dead186f000b064d8edbbdc90132e,14.733,5.852,b43cefd2-9965-4869-8494-99a700a20833,HCP,1063.215,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,9years,Yes,Some people are scared of taking it based on the reaction they see some individuals manifest,In as much as it is very important but still some people don't trust the government that much,Yes,"Chatting with friends, getting healthcare information and sharing with friends and family",Yes,Yes,Yes,Yes,"Catching up with friends, watching videos, getting healthcare information and sharing with friends",Private,Yes,Yes,Yes,Yes,Watching videos and getting healthcare information,Yes,Yes,Yes,No,,,,,,No,Very concerned,No,No,40-49 years,Accept,,Bachelors,Man,North Central (Middle Belt),Pharmacist,Other Christian,Plateau State,True,True,True,False
392,vlab-nigeria-hw-generic-2,25.711900000000007,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 15:04:13.973000+00:00,2021-06-27 14:54:09.316000+00:00,16.23225,1108865feaebdce3abdee397fa6e9a51a2b3ca8bb8f09e033ab560c21615f77b,13.989,7.362,b43cefd2-9965-4869-8494-99a700a20833,HCP,604.657,Extremely important,A great deal,Nigerian Center for Disease Control (NCDC),Not at all,Not at all,"Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Quite easy,Moderately,Moderately safe,Moderately important,Moderately important,Yes,7,Yes,side effect,side effect of the vaccine,Yes,catching up with frd,No,,,Yes,catching up with frd,Public,No,,,No,,,,,No,,Tertiary healthcare facility,,,,Yes,A little concerned,No,No,40-49 years,Accept,,Bachelors,Man,North West,Medical doctor,Islam,kwara,True,False,True,True
669,vlab-nigeria-hw-ppmv-1,85.13489999999996,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 21:52:28.413000+00:00,2021-06-29 21:29:07.053000+00:00,41.14,b1b71785252e39eff664e441bd656ab94da3121961ed94c4de596407060d713d,18.7325,7.164000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,1401.36,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, definitely",No,,Bcos I didn't know if the covid 19 vaccine will stay for long term,Disagree,Agree,Disagree,Disagree,"I will take it, but want to wait and see",,Very difficult,Very much,Don’t know/Can’t say,Moderately important,Moderately important,Yes,3-4 yes,No,,,Yes,Catching up with so many Friends then on getting healthcare informations also,Don’t remember,,,Yes,"Catching up with friends, catch cruises on my status then to get some information on health",Private,No,,,Yes,I used YouTube just to get a new and latest updates in town,No,,,Don't have account,,,,,,No,Not at all concerned,No,No,18-29 years,Accept,,Other,Woman,North Central (Middle Belt),Nurse or midwife,Islam,Oyo state,False,False,False,False
357,vlab-nigeria-hw-generic-1,49.701,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 06:29:43.652000+00:00,2021-06-26 06:14:32.037000+00:00,22.871000000000002,7cd6c565af55c0d54ca0f75c42d8312a45abe4f0606f34530737420534436d25,16.276,7.268000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,911.615,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat","Yes, definitely","Yes, first dose only",To protect myself and my family,,,,,,,,A bit difficult,Moderately,Very safe,Very important,Very important,Yes,9,Yes,Even among my colleagues and relatives still do not have much confidence in it.,Efficacy and some argue that it might be toxic to individuals in future,Yes,"Catching up with friends, not necessarily my source of information due to different opinions from individuals",Yes,Yes,No,Yes,"General purpose, chats, passage of information etc",Private,Yes,Yes,No,No,,,,,No,,,,,,No,Very concerned,Yes,No,30-39 years,Accept,,Bachelors,Man,North Central (Middle Belt),Medical doctor,Catholic,Abuja,False,True,True,False
617,vlab-nigeria-hw-ppmv-1,30.186000000000003,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 17:55:28.264000+00:00,2021-06-29 17:25:08.837000+00:00,22.031000000000002,9a680d2b3b03b26a8ff5d0ff2bcadcbd580de7499924c81cce2e4a8b08cefce5,16.908,7.101000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,1819.427,Extremely important,A little,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,Quite easy,Moderately,Very safe,Moderately important,Very important,Yes,1 year,Yes,My working place,Been safe for the country generally,Yes,"Catching up with family and friends, getting healthcare information and more.",Yes,Yes,Yes,Yes,"Catching up with family and friends, getting healthcare information and more.",Private,Yes,Yes,Yes,Yes,"Catching up with family and friends, getting healthcare information and more.",Yes,Yes,Yes,No,,,,,,No,A little concerned,No,No,18-29 years,Accept,,Bachelors,Man,South West,Pharmacist,Other Christian,Ogun State,True,False,True,False
250,vlab-nigeria-hw-chw-1,40.52119999999997,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 19:04:40.326000+00:00,2021-06-27 18:47:47.030000+00:00,23.692,94d909c56d0407eca39fa333d80c11c8be6a4e6800d759d50522155b0f4c4515,18.086000000000002,7.099,b43cefd2-9965-4869-8494-99a700a20833,HCP,1013.296,Moderately important,A little,Ministry of Health,"Yes, definitely","Yes, definitely","Yes, first dose only",My duty to get vaccinated to protect patients,,,,,,,,A bit difficult,Moderately,Don’t know/Can’t say,Very important,Very important,Yes,7,No,,,Yes,Getting healthcare information,Yes,No,Yes,Yes,Catching up with friends,Private,No,,,No,,,,,No,,,,,,No,Moderately concerned,No,No,30-39 years,Accept,,Secondary school,Woman,North East,Nurse or midwife,Other Christian,Lagos,False,True,True,False
545,vlab-nigeria-hw-midwife-1,41.176400000000015,2021-05-25 01:55:15.381+00:00,0,19,2021-06-25 19:04:29.288000+00:00,2021-06-25 16:41:15.321000+00:00,24.669000000000004,8d4148c21b51e2ac645cc7e5c5216ba330ad77ffeec69ae4f5a3368d88d3f910,17.395,8.190000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,8593.967,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),Don’t know / Can’t say,Don’t know / Can’t say,"Yes, both doses",Others around me are getting the vaccine so I decided to get it too,,,,,,,,Very easy,Moderately,Moderately safe,Very important,Very important,Yes,3 years,Yes,Social media,A lot of people complain that get get fever and get weak after taking it,Yes,Catching up with friends,Don’t remember,,,Yes,Catching up with friends,Private,Don’t remember,,,Yes,Watching movies and more,No,,,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Diploma,Woman,North Central (Middle Belt),Nurse or midwife,Catholic,Benue,True,True,True,True
444,vlab-nigeria-hw-generic-2,45.72340000000009,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 10:03:02.869000+00:00,2021-06-29 09:42:46.051000+00:00,15.503,31610a9beced9cd1f3acd4c61f303a91dd82f104cbfea9f62ac80cacb5ab2bb1,10.9,5.665,b43cefd2-9965-4869-8494-99a700a20833,HCP,1216.818,Extremely important,A great deal,"International Organizations like CDC, WHO",Not at all,"Yes, somewhat","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,A bit difficult,Moderately,Very safe,Very important,Very important,Yes,4,No,,,Yes,Watching videos,Don’t remember,,,Yes,Catching up with friends,Private,Don’t remember,,,Yes,Watching videos,Yes,Yes,Yes,Yes,Getting information,,Yes,Yes,Yes,No,Moderately concerned,No,Not sure,30-39 years,Accept,,Masters,Man,South West,Pharmacist,Other Christian,Lagos,False,True,True,False
494,vlab-nigeria-hw-generic-3,35.18600000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 05:23:05.289000+00:00,2021-06-27 05:07:37.327000+00:00,21.62575,a2de7c75f1cdef7ebeacf3da859c1707f4dec54c4bde1dc6e475a07bdac6cab7,16.2285,7.405,b43cefd2-9965-4869-8494-99a700a20833,HCP,927.962,Extremely important,A great deal,Online Social Media,"Yes, somewhat","Yes, somewhat","Yes, first dose only",To protect myself and my family,,,,,,,,Very easy,Moderately,Moderately safe,Moderately important,Moderately important,Yes,8,Yes,Not safe,I v seen it having negative effects in some individuals,Yes,Getting health care information and catching up with friends,Yes,Don’t remember,No,Yes,Catching up with friends,Public,No,,,No,,,,,No,,Secondary healthcare facility,,,,No,Moderately concerned,No,No,30-39 years,Accept,,Bachelors,Man,North Central (Middle Belt),Other public health practitioner,Other Christian,Nasarawa State,True,False,True,False
127,,42.03450000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-04 01:35:56.807000+00:00,2021-06-04 01:23:50.553000+00:00,24.47025,9d6c0b30c78c3c480dab051b08e0c0731f92c71541e1bebb4e2e60e46fbcbd4c,15.6295,5.929,b43cefd2-9965-4869-8494-99a700a20833,HCP,726.254,Not at all important,Not at all,TV,Not at all,Not at all,"Yes, both doses",To protect myself and my family,,,,,,,,Very easy,Not at all,Very safe,Very important,Very important,Yes,2,Yes,No,Yes,Yes,No,No,,,No,,Public,,,,No,,,,,No,,Primary healthcare facility,,,,No,Not at all concerned,Yes,No,18-29 years,Accept,,Other,Man,North Central (Middle Belt),Other public health practitioner,Traditionalist,Yes,True,True,True,True
201,vlab-nigeria-hw-chw-1,19.1718,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 07:30:09.626000+00:00,2021-06-27 07:22:26.722000+00:00,12.427500000000002,061e84780291b8bcc2245a7d9230a2472cea11974a764f23ec78d7d4eb1e6238,10.66,6.396000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,462.904,Extremely important,A moderate amount,"International Organizations like CDC, WHO",Don’t know / Can’t say,"Yes, definitely","Yes, first dose only",To protect myself and my family,,,,,,,,Quite easy,Very much,Very safe,Very important,Very important,Yes,4 years,Yes,From religious people,That covid 19 vaccine kills,Yes,To keep connecting with people,Yes,Don’t remember,Yes,Yes,Connecting with people,Private,No,,,No,,,,,Don't have account,,,,,,Yes,Very concerned,No,No,18-29 years,Accept,,Diploma,Man,South South (Niger Delta),Community health worker,Catholic,Delta State,True,True,True,False
665,vlab-nigeria-hw-ppmv-1,70.72089999999999,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 05:53:41.574000+00:00,2021-06-26 05:29:51.158000+00:00,41.7635,061e8125a1b3aef09bfcd5b769e1572c599747e1b9263b349df06c14eba79a0a,21.646500000000003,6.339,b43cefd2-9965-4869-8494-99a700a20833,HCP,1430.416,Extremely important,A little,Nigerian Center for Disease Control (NCDC),"Yes, definitely","Yes, definitely",No,,AM still scared but Will take it soon,Agree,Disagree,Disagree,Disagree,"I will take it, but want to wait and see",,Quite easy,Very much,Don’t know/Can’t say,Very important,Very important,Yes,12 years,Yes,I AV someone who took it,Is very strong i heard someone took it and fanited,Yes,All of d above,Yes,No,No,Don't have account,,Private,,,,No,,,,,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Diploma,Woman,South West,Nurse or midwife,Other Christian,Lagos,True,True,False,False
672,vlab-nigeria-hw-ppmv-1,102.63050000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 15:41:23.882000+00:00,2021-06-26 15:01:24.636000+00:00,65.06,fbb5d567a2ba8ba396528d2860c3264c1f7afa066f87d76c66b684ee73483d38,32.9915,8.614,b43cefd2-9965-4869-8494-99a700a20833,HCP,2399.246,Extremely important,A great deal,Nigerian Center for Disease Control (NCDC),"Yes, definitely",Don’t know / Can’t say,No,,I have not seen it in our area,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"I will take it, but want to wait and see",,Very difficult,Don’t know/Can’t say,Very safe,Very important,Very important,Yes,8years,Yes,Social media,"A very good one ,but some people have been receiving the vaccine but here we haven't seen it.",Yes,For information and chat up people,Yes,Yes,Yes,Yes,Both,Private,Yes,No,No,No,,,,,No,,,,,,Yes,Moderately concerned,Yes,No,30-39 years,Accept,,Secondary school,Woman,North East,PPMV/chemists,Other Christian,Lagos State,False,True,False,False
320,vlab-nigeria-hw-generic-1,26.05560000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-28 15:17:12.265000+00:00,2021-06-28 15:06:49.734000+00:00,14.252250000000002,66ae8bade44980620e07ac4421342d3324c13ddf0494f78844e95c076c9af06b,10.903500000000001,6.827000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,622.531,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat","Yes, both doses",My duty to get vaccinated to protect patients,,,,,,,,Very easy,Moderately,Moderately safe,Very important,Very important,Yes,5,Yes,On the international network news,Formation of blood clots,Yes,"Catching up with friends, watching short video clips and getting all forms of information",Yes,Yes,Yes,Yes,Catching up with friends and family,Public,Yes,Yes,Yes,Yes,Watching short videos,No,,,No,,Secondary healthcare facility,,,,No,Moderately concerned,Yes,No,30-39 years,Accept,,Bachelors,Man,North West,Medical doctor,Other Christian,Sokoto,True,True,True,True
465,vlab-nigeria-hw-generic-2,116.4280000000001,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 13:07:26.481000+00:00,2021-06-27 12:33:08.569000+00:00,61.8325,3bb5eb5caaca3914c6f0c6d2f26108b98192952c15c4a2a2432e5666833596eb,46.2885,6.946000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,2057.912,Extremely important,Not at all,"International Organizations like CDC, WHO",Don’t know / Can’t say,"Yes, definitely","Yes, first dose only",To prevent COVID-19 from spreading,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,"Still in school, but also doing par time",No,,,No,,,,,No,,Public,,,,No,,,,,No,,Community setting,,,,No,Very concerned,No,No,18-29 years,Accept,,Other,Woman,South East,Community health worker,Other Christian,IMO/Port Harcourt,True,True,True,False
394,vlab-nigeria-hw-generic-2,26.803800000000003,2021-05-25 01:55:15.381+00:00,0,19,2021-07-03 16:47:21.398000+00:00,2021-07-03 16:34:52.458000+00:00,21.059,cbb4b704e0ccf0b4a2055ac682a40b8312cf8b5596fda34ee0a9790e5d4f773d,15.859000000000002,7.527,b43cefd2-9965-4869-8494-99a700a20833,HCP,748.94,Extremely important,A great deal,"International Organizations like CDC, WHO","Yes, somewhat","Yes, somewhat","Yes, both doses",To prevent COVID-19 from spreading,,,,,,,,Very easy,Very much,Moderately safe,Very important,Very important,Yes,9,No,,,Yes,Catching up with friends,Yes,Yes,Yes,Yes,Information and friends,Public,Yes,Yes,No,Yes,Health information,Yes,Yes,No,No,,Tertiary healthcare facility,,,,No,Very concerned,No,No,30-39 years,Accept,,Diploma,Man,South West,Nurse or midwife,Catholic,Lagos,True,True,True,True
172,,73.311,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 10:52:17.285000+00:00,2021-06-29 10:25:30.254000+00:00,28.3675,1f685c95b824bd0bcae25f01b94187d7ee26cd0f7316a5eda8513949106b78df,20.518,7.8500000000000005,b43cefd2-9965-4869-8494-99a700a20833,HCP,1607.031,Moderately important,A great deal,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, somewhat",No,,"Not much awareness  in my locality.
.......",Disagree,Disagree,Disagree,Strongly disagree,I will immediately take it,No,A bit difficult,Moderately,Very safe,Very important,Very important,Yes,5 yrs,Yes,"See someone who took  the vaccine  , very active  , healthy  and goes about his normal  routine without  any health  challenge.","People  exaggerating  about non effectiveness  of the vaccine  though  not true.
  Not proven.",Yes,"For friends, healthy information/s",Yes,Yes,Yes,Yes,Health information and group chart,Private,Yes,Yes,Yes,No,,,,,No,,,,,,No,Very concerned,No,No,40-49 years,Accept,,Diploma,Man,North Central (Middle Belt),Medical doctor,Other Christian,"FCT, Abuja",False,True,False,False
664,vlab-nigeria-hw-ppmv-1,69.09020000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-27 21:53:07.105000+00:00,2021-06-27 20:34:10.821000+00:00,38.740500000000004,67b943c5d58adf03829bce0a6566a710e725b5ecab0ff1e5f4005998ba483ee5,22.830000000000002,8.533000000000001,b43cefd2-9965-4869-8494-99a700a20833,HCP,4736.284,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),Don’t know / Can’t say,Don’t know / Can’t say,No,,I will take soon,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,"I will take it, but want to wait and see",,A bit difficult,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Not sure,13years,Yes,Internet,Reduces life span,Yes,Catching up with friends and informations,Don’t remember,,,Yes,Catching up with friends,Public,Don’t remember,,,No,,,,,Don't have account,,Community setting,,,,No,Very concerned,No,No,30-39 years,Accept,,Secondary school,Man,North Central (Middle Belt),PPMV/chemists,Other Christian,Abuja,False,False,False,False
74,,28.121000000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 08:02:00.389000+00:00,2021-06-26 07:50:35.070000+00:00,19.498250000000002,fd2c7bfefe7cbf82302b1948349fd31dcffe450586989bba91d0c045f0f005c7,14.156500000000001,6.381,b43cefd2-9965-4869-8494-99a700a20833,HCP,685.319,Extremely important,A great deal,"International Organizations like CDC, WHO",Don’t know / Can’t say,"Yes, somewhat",No,,None,Agree,Disagree,Neither agree nor disagree,Disagree,"I will take it, but want to wait and see",,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Don’t know/Can’t say,Not sure,8,No,,,Yes,"Information, catching up with friends",Yes,No,Yes,Yes,"Catching up with friends, information, watching videos",Private,No,,,No,,,,,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Bachelors,Prefer not to say,North East,Other public health practitioner,Other Christian,Taraba,False,False,False,False
222,vlab-nigeria-hw-chw-1,27.0436,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 03:39:35.127000+00:00,2021-06-26 03:29:10.982000+00:00,21.67,8b34a84b468e1be7aae3f5721d67008d69dac0322a31b6ed83105d5c0674d1cd,13.929,6.522,b43cefd2-9965-4869-8494-99a700a20833,HCP,624.145,Extremely important,A moderate amount,Nigerian Center for Disease Control (NCDC),"Yes, definitely",Don’t know / Can’t say,"Yes, both doses",To protect myself and my family,,,,,,,,Very easy,Very much,Very safe,Very important,Very important,Yes,11 years,No,,,Yes,Getting healthcare information,Yes,Yes,Yes,Yes,Catching up with friends,Private,No,,,No,,,,,No,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Bachelors,Man,South South (Niger Delta),Laboratory staff,Other Christian,Edo state,True,True,True,True
403,vlab-nigeria-hw-generic-2,29.918200000000006,2021-05-25 01:55:15.381+00:00,0,19,2021-06-26 14:43:29.325000+00:00,2021-06-26 14:31:10.724000+00:00,18.755000000000003,4bedf6dd50183d91985c39fa5ffb915ae5a9a07448cc9744318f26a1337356cc,13.096,6.557,b43cefd2-9965-4869-8494-99a700a20833,HCP,738.601,Extremely important,A moderate amount,Colleagues in the healthcare profession,Not at all,"Yes, somewhat","Yes, first dose only",My duty to get vaccinated to protect patients,,,,,,,,Very easy,A little,A little safe,Moderately important,Moderately important,Yes,7,Yes,Media,"I heard that the vaccine is not a protection against the virus,  with the vaccine, a person can still contact the virus. It is a concern",Yes,Catching up with friends and getting information,Don’t remember,,,Yes,Means of communication with friends and family,Private,Yes,No,No,Yes,Watching of videos,Yes,No,Yes,No,,,,,,No,Moderately concerned,No,No,18-29 years,Accept,,Diploma,Woman,North East,Laboratory staff,Catholic,Plateau state,True,False,True,False
207,vlab-nigeria-hw-chw-1,22.59830000000002,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 16:44:38.688000+00:00,2021-06-29 16:32:51.134000+00:00,16.712000000000003,de96e524913d664ecd2cc9d33f4ddedd2bc32e4e95605225a21cc8a2395efa25,13.069,6.751,b43cefd2-9965-4869-8494-99a700a20833,HCP,707.554,Extremely important,A great deal,Nigerian Center for Disease Control (NCDC),"Yes, somewhat","Yes, somewhat",No,,Breastfeeding mother,Agree,Strongly disagree,Disagree,Strongly disagree,I will immediately take it,Yes,Quite easy,Don’t know/Can’t say,Very safe,Very important,Very important,Yes,12years,Yes,In the hospital,Reducing fertility,Yes,Catching up and getting information,Yes,Yes,No,Yes,Chatting with friends,Public,No,,,Yes,Watching videos,No,,,No,,Tertiary healthcare facility,,,,No,Very concerned,Yes,Not sure,30-39 years,Accept,,Diploma,Woman,South West,Nurse or midwife,Other Christian,Osun,True,True,False,False
234,vlab-nigeria-hw-chw-1,30.925900000000013,2021-05-25 01:55:15.381+00:00,0,19,2021-06-29 21:25:46.332000+00:00,2021-06-29 21:12:23.212000+00:00,21.61325,6159d233d1e8ad1f1b989a6a985aa9ce83db269063ad61309e46fe1645117a20,16.139000000000003,9.089,b43cefd2-9965-4869-8494-99a700a20833,HCP,803.12,Moderately important,A moderate amount,TV,Not at all,Not at all,No,,Have not seen a close and easy place to collect it,Agree,Disagree,Strongly agree,Strongly disagree,"I will take it, but want to wait and see",,A bit difficult,Not at all,Moderately safe,Moderately important,Very important,Yes,7,No,,,Yes,Catching up with friends n getting information,Yes,Yes,Yes,Yes,Catching up with friends and getting information,Private,Yes,Yes,Yes,No,,,,,Don't have account,,,,,,No,Very concerned,No,No,30-39 years,Accept,,Diploma,Woman,South West,Other public health practitioner,Other Christian,Lagos,False,False,False,False
